Decimal,Hex,Alpha Tag,Mode,Description,Tag,Category
9140,23b4,"09 WC HOSP MX","D","UC Health West Chester Hospital - Maintenance","Public Works","Butler County (09) Local Government/Public Works "
9149,23bd,"09 FD DISP","D","Fire Dispatch","Fire Dispatch","Butler County (09) Fire/EMS/Hospitals"
9154,23c2,"09 Atrium Main","D","Premier Health Police - Atrium Medical Center Campus","Law Dispatch","Butler County (09) Law"
9159,23c7,"09 FD OPS 3","DE","County Fire/EMS Tactical OPS 3","EMS-Tac","Butler County (09) Fire/EMS/Hospitals"
9161,23c9,"09-1P Ops 4","DE","Oxford PD/FD Ops 4","Law Tac","Butler County (09) Law"
9163,23cb,"09-3P Ops 4","DE","Fairfield City PD/FD Ops 4","Law Tac","Butler County (09) Law"
9165,23cd,"09-5P Ops 4","DE","Trenton PD/FD Ops 4","Law Tac","Butler County (09) Law"
9166,23ce,"09-6P Ops 4","DE","Monroe PD/FD Ops 4","Law Tac","Butler County (09) Law"
9167,23cf,"09-7P Ops 4","DE","West Chester PD/FD Ops 4","Law Tac","Butler County (09) Law"
9168,23d0,"09-8P Ops 4","DE","Middletown PD/FD Ops 4","Law Tac","Butler County (09) Law"
9169,23d1,"09 SO WIDE","DE","Sheriff Wide","Law Tac","Butler County (09) Law"
9170,23d2,"09-9 TANGO","D","County Dispatch TANGO (Hamilton PD)","Law Dispatch","Butler County (09) Law"
9171,23d3,"09 KHN SOUTH","D","Kettering Health Fort Hamilton Hospital","Hospital","Butler County (09) Fire/EMS/Hospitals"
9173,23d5,"09-3L Main","D","Fairfield City Police Dispatch","Law Dispatch","Butler County (09) Law"
9174,23d6,"09-4L Main","D","Miami University Police Dispatch","Law Dispatch","Butler County (09) Law"
9175,23d7,"09-5L Main","D","Trenton Police Dispatch","Law Dispatch","Butler County (09) Law"
9176,23d8,"09-6L Main","D","Monroe Police Dispatch","Law Dispatch","Butler County (09) Law"
9177,23d9,"09-7L Main","D","West Chester Police Dispatch","Law Dispatch","Butler County (09) Law"
9178,23da,"09-8L Main","D","Middletown Police Dispatch","Law Dispatch","Butler County (09) Law"
9179,23db,"09-9 ZULU","D","County Dispatch ZULU (Road Patrols)","Law Dispatch","Butler County (09) Law"
9180,23dc,"09-9 ECHO","D","County Dispatch ECHO (Oxford PD/Oxford Twp PD)","Law Dispatch","Butler County (09) Law"
9181,23dd,"09-1L Ops 2","DE","Oxford Ops 2","Law Tac","Butler County (09) Law"
9183,23df,"09-3L Ops 2","DE","Fairfield City Ops 2","Law Tac","Butler County (09) Law"
9184,23e0,"09-4L Ops 2","DE","Miami U Ops 2","Law Tac","Butler County (09) Law"
9185,23e1,"09-5L Ops  2","DE","Trenton Ops 2","Law Tac","Butler County (09) Law"
9186,23e2,"09-6L Ops 2","DE","Monroe Ops 2","Law Tac","Butler County (09) Law"
9187,23e3,"09-7L Ops 2","DE","West Chester Ops 2","Law Tac","Butler County (09) Law"
9188,23e4,"09-8L Ops 2","DE","Middletown Ops 2","Law Tac","Butler County (09) Law"
9189,23e5,"09-9 DESK","DE","County Wide Police Desk","Law Tac","Butler County (09) Law"
9191,23e7,"09-1L Ops 3","DE","Oxford Ops 3","Law Tac","Butler County (09) Law"
9193,23e9,"09-3L Ops 3","DE","Fairfield City Ops 3","Law Tac","Butler County (09) Law"
9194,23ea,"09-4L Ops 3","DE","Miami U Ops 3","Law Tac","Butler County (09) Law"
9195,23eb,"09-5L Ops 3","DE","Trenton Ops 3","Law Tac","Butler County (09) Law"
9196,23ec,"09-6L Ops 3","DE","Monroe Ops 3","Law Tac","Butler County (09) Law"
9197,23ed,"09-7L Ops 3","DE","West Chester Ops 3","Law Tac","Butler County (09) Law"
9198,23ee,"09-8L Ops 3","DE","Middletown Ops 3 ","Law Tac","Butler County (09) Law"
9199,23ef,"09-9 INQUIRY","DE","County Inquiry","Law Tac","Butler County (09) Law"
9210,23fa,"09SD FAIRFLD","D","Fairfield City Schools Emergency","Emergency Ops","Butler County (09) Law"
9211,23fb,"09SD HAMLTN","D","Hamilton City Schools Emergency","Emergency Ops","Butler County (09) Law"
9212,23fc,"09SD LAKOTA","D","Lakota Local Schools Emergency","Emergency Ops","Butler County (09) Law"
9213,23fd,"09SD MADISON","D","Madison Local Schools Emergency","Emergency Ops","Butler County (09) Law"
9214,23fe,"09SD MIDLTWN","D","Middletown City Schools Emergency","Emergency Ops","Butler County (09) Law"
9215,23ff,"09SD MONROE","D","Monroe Local Schools Emergency","Emergency Ops","Butler County (09) Law"
9216,2400,"09SD NEW MIA","D","New Miami Local Schools Emergency","Emergency Ops","Butler County (09) Law"
9217,2401,"09SD ROSS","D","Ross Local Schools Emergency","Emergency Ops","Butler County (09) Law"
9218,2402,"09SD CLG CRN","D","College Corner Local Schools Emergency","Emergency Ops","Butler County (09) Law"
9219,2403,"09SD BTLR TE","D","Butler Tech School Emergency","Emergency Ops","Butler County (09) Law"
9220,2404,"09SD TALAWND","D","Talawanda Local Schools Emergency","Emergency Ops","Butler County (09) Law"
9229,240d,"09-9 CALL","D","County/Village/City/Twp DPW Units to 9COM PSAP","Interop","Butler County (09) Common"
9232,2410,"09-31 ACB","D","Hamilton County All-County Broadcast","Interop","Butler County (09) Common"
9251,2423,"09-1 Wide","D","Oxford Wide","Multi-Talk","Butler County (09) Local Government/Public Works "
9252,2424,"09-2 Wide","D","Hamilton Wide","Multi-Talk","Butler County (09) Local Government/Public Works "
9253,2425,"09-3 Wide","D","Fairfield City Wide","Multi-Talk","Butler County (09) Local Government/Public Works "
9254,2426,"09-4 Wide","D","Miami University Wide","Multi-Talk","Butler County (09) Local Government/Public Works "
9255,2427,"09-5 Wide","D","Trenton Wide","Multi-Talk","Butler County (09) Local Government/Public Works "
9256,2428,"09-6 Wide","D","Monroe Wide","Multi-Talk","Butler County (09) Local Government/Public Works "
9257,2429,"09-7 Wide","D","West Chester Wide","Multi-Talk","Butler County (09) Local Government/Public Works "
9258,242a,"09-8 Wide","D","Middletown City Wide","Multi-Talk","Butler County (09) Local Government/Public Works "
9259,242b,"09-9 Wide","D","County Wide","Multi-Talk","Butler County (09) Local Government/Public Works "
9260,242c,"09-10 Wide","D","Ross Twp Wide","Multi-Talk","Butler County (09) Local Government/Public Works "
9261,242d,"09-11 Wide","D","Liberty Twp Wide","Multi-Talk","Butler County (09) Local Government/Public Works "
9262,242e,"09-12 Wide","D","Wayne Twp Wide","Multi-Talk","Butler County (09) Local Government/Public Works "
9263,242f,"09-13 Wide","D","Reily Twp Wide","Multi-Talk","Butler County (09) Local Government/Public Works "
9264,2430,"09-14 Wide","D","Morgan Twp Wide","Multi-Talk","Butler County (09) Local Government/Public Works "
9265,2431,"09-15 Wide","D","Madison Twp Wide","Multi-Talk","Butler County (09) Local Government/Public Works "
9266,2432,"09-16 Wide","D","Milford Twp Wide","Multi-Talk","Butler County (09) Local Government/Public Works "
9267,2433,"09-17 Wide","D","Seven Mile Local Wide","Multi-Talk","Butler County (09) Local Government/Public Works "
9268,2434,"09-18 Wide","D","Hanover Twp Wide","Multi-Talk","Butler County (09) Local Government/Public Works "
9269,2435,"09-19 Wide","D","Somerville Wide","Multi-Talk","Butler County (09) Local Government/Public Works "
9270,2436,"09-20 Wide","D","St. Clair Twp/New Miami Local Wide","Fire-Talk","Butler County (09) Local Government/Public Works "
9271,2437,"09-21 Wide","D","Fairfield Twp Wide","Multi-Talk","Butler County (09) Local Government/Public Works "
9272,2438,"09-22 Wide","D","New Miami Local Wide","Multi-Talk","Butler County (09) Local Government/Public Works "
9275,243b,"09-25 Wide","D","Oxford Twp Wide","Multi-Talk","Butler County (09) Local Government/Public Works "
9281,2441,"09 CORONER","D","County Coroner Secondary","Law Talk","Butler County (09) Law"
9285,2445,"09-9P OPS4","DE","County Public Safety Ops 4","Interop","Butler County (09) Common"
9293,244d,"09 CVRT 05","DE","Covert Ops 5","Law Tac","Butler County (09) Law"
9294,244e,"09 CVRT 06","DE","Covert Ops 6","Law Tac","Butler County (09) Law"
9295,244f,"09 CVRT 07","DE","Covert Ops 7","Law Tac","Butler County (09) Law"
9296,2450,"09 CVRT 08","DE","Covert Ops 8","Law Tac","Butler County (09) Law"
9297,2451,"09 CVRT 09","DE","Covert Ops 9","Law Tac","Butler County (09) Law"
9298,2452,"09 CVRT 10","DE","Covert Ops 10","Law Tac","Butler County (09) Law"
9299,2453,"09 CVRT 11","DE","Covert Ops 11","Law Tac","Butler County (09) Law"
9300,2454,"09 CVRT 12","DE","Covert Ops 12","Law Tac","Butler County (09) Law"
9309,245d,"09-21P Ops 4","DE","Fairfield Township PD/FD Ops 4","Law Tac","Butler County (09) Law"
9358,248e,"09 BCC 03","D","County Commissioners, Garage attendant","Public Works","Butler County (09) Local Government/Public Works "
9359,248f,"09 BCC 04","D","County Commissioners","Public Works","Butler County (09) Local Government/Public Works "
9360,2490,"09 BCEO 02","D","County Engineer 2","Public Works","Butler County (09) Local Government/Public Works "
9361,2491,"09 BCEO 03","D","County Engineer 3","Public Works","Butler County (09) Local Government/Public Works "
9362,2492,"09 BCEO 04","D","County Engineer 4","Public Works","Butler County (09) Local Government/Public Works "
9363,2493,"09 BCEO 5","D","County Engineer 5","Public Works","Butler County (09) Local Government/Public Works "
9364,2494,"09 BCEO 6","D","County Engineer 6","Public Works","Butler County (09) Local Government/Public Works "
9365,2495,"09-21 TWP 2","D","Fairfield Twp Public Works 2","Public Works","Butler County (09) Local Government/Public Works "
9366,2496,"09-21 TWP 3","D","Fairfield Twp Public Works 3","Public Works","Butler County (09) Local Government/Public Works "
9367,2497,"09-21 TWP 5","D","Fairfield Twp Public Works 5","Public Works","Butler County (09) Local Government/Public Works "
9368,2498,"09-21 TWP 6","D","Fairfield Twp Public Works 6","Public Works","Butler County (09) Local Government/Public Works "
9369,2499,"09-21 TWP 7","D","Fairfield Twp Public Works 7","Public Works","Butler County (09) Local Government/Public Works "
9370,249a,"09-18 Twp 2","D","Hanover Twp Public Works 2","Public Works","Butler County (09) Local Government/Public Works "
9371,249b,"09-18 Twp 3","D","Hanover Twp Public Works 3","Public Works","Butler County (09) Local Government/Public Works "
9372,249c,"09-18 Twp 5","D","Hanover Twp Public Works 5","Public Works","Butler County (09) Local Government/Public Works "
9373,249d,"09-18 Twp 6","D","Hanover Twp Public Works 6","Public Works","Butler County (09) Local Government/Public Works "
9374,249e,"09-18 Twp 7","D","Hanover Twp Public Works 7","Public Works","Butler County (09) Local Government/Public Works "
9375,249f,"09-11 Twp 2","D","Liberty Twp Public Works 2","Public Works","Butler County (09) Local Government/Public Works "
9376,24a0,"09-11 Twp 3","D","Liberty Twp Public Works 3","Public Works","Butler County (09) Local Government/Public Works "
9377,24a1,"09-11 Twp 5","D","Liberty Twp Public Works 5","Public Works","Butler County (09) Local Government/Public Works "
9378,24a2,"09-11 Twp 6","D","Liberty Twp Public Works 6","Public Works","Butler County (09) Local Government/Public Works "
9379,24a3,"09-11 Twp 7","D","Liberty Twp Public Works 7","Public Works","Butler County (09) Local Government/Public Works "
9380,24a4,"09-15 Twp 2","D","Madison Twp Public Works 2","Public Works","Butler County (09) Local Government/Public Works "
9381,24a5,"09-15 Twp 3","D","Madison Twp Public Works 3","Public Works","Butler County (09) Local Government/Public Works "
9382,24a6,"09-15 Twp 5","D","Madison Twp Public Works 5","Public Works","Butler County (09) Local Government/Public Works "
9383,24a7,"09-15 Twp 6","D","Madison Twp Public Works 6","Public Works","Butler County (09) Local Government/Public Works "
9384,24a8,"09-15 Twp 7","D","Madison Twp Public Works 7","Public Works","Butler County (09) Local Government/Public Works "
9385,24a9,"09-14 Twp 2","D","Morgan Twp Public Works 2","Public Works","Butler County (09) Local Government/Public Works "
9386,24aa,"09-14 Twp 3","D","Morgan Twp Public Works 3","Public Works","Butler County (09) Local Government/Public Works "
9387,24ab,"09-14 Twp 5","D","Morgan Twp Public Works 5","Public Works","Butler County (09) Local Government/Public Works "
9388,24ac,"09-14 Twp 6","D","Morgan Twp Public Works 6","Public Works","Butler County (09) Local Government/Public Works "
9389,24ad,"09-14 Twp 7","D","Morgan Twp Public Works 7","Public Works","Butler County (09) Local Government/Public Works "
9390,24ae,"09-13 Twp 2","D","Reily Twp Public Works 2","Public Works","Butler County (09) Local Government/Public Works "
9391,24af,"09-13 Twp 3","D","Reily Twp Public Works 3","Public Works","Butler County (09) Local Government/Public Works "
9392,24b0,"09-13 Twp 5","D","Reily Twp Public Works 5","Public Works","Butler County (09) Local Government/Public Works "
9393,24b1,"09-13 Twp 6","D","Reily Twp Public Works 6","Public Works","Butler County (09) Local Government/Public Works "
9394,24b2,"09-13 Twp 7","D","Reily Twp Public Works 7","Public Works","Butler County (09) Local Government/Public Works "
9395,24b3,"09-12 Twp 2","D","Wayne Twp Public Works 2","Public Works","Butler County (09) Local Government/Public Works "
9396,24b4,"09-12 Twp 3","D","Wayne Twp Public Works 3","Public Works","Butler County (09) Local Government/Public Works "
9397,24b5,"09-12 Twp 5","D","Wayne Twp Public Works 5","Public Works","Butler County (09) Local Government/Public Works "
9398,24b6,"09-12 Twp 6","D","Wayne Twp Public Works 6","Public Works","Butler County (09) Local Government/Public Works "
9399,24b7,"09-12 Twp 7","D","Wayne Twp Public Works 7","Public Works","Butler County (09) Local Government/Public Works "
9400,24b8,"09-7 MAIN","D","West Chester Twp PW to Dispatch","Public Works","Butler County (09) Local Government/Public Works "
9401,24b9,"09-7 TWP 2","D","West Chester Twp Public Works 2","Public Works","Butler County (09) Local Government/Public Works "
9402,24ba,"09-7 TWP 3","D","West Chester Twp Public Works 3","Public Works","Butler County (09) Local Government/Public Works "
9403,24bb,"09-7 TWP 5","D","West Chester Twp Public Works","Public Works","Butler County (09) Local Government/Public Works "
9404,24bc,"09-7 TWP 6","D","West Chester Twp Public Works","Public Works","Butler County (09) Local Government/Public Works "
9405,24bd,"09-7 TWP 7","D","West Chester Twp Public Works","Public Works","Butler County (09) Local Government/Public Works "
9406,24be,"09-7 TWP 8","D","West Chester Twp Public Works","Public Works","Butler County (09) Local Government/Public Works "
9407,24bf,"09-7 TWP 9","D","West Chester Twp Public Works","Public Works","Butler County (09) Local Government/Public Works "
9408,24c0,"09-3 MAIN","D","Fairfield Main PW to 3COM","Public Works","Butler County (09) Local Government/Public Works "
9409,24c1,"09-3 CITY 2","D","Fairfield City PW 2","Public Works","Butler County (09) Local Government/Public Works "
9410,24c2,"09-3 CITY 3","D","Fairfield City PW 3","Public Works","Butler County (09) Local Government/Public Works "
9411,24c3,"09-3 CITY 5","D","Fairfield City PW 5 (Water Dept.)","Public Works","Butler County (09) Local Government/Public Works "
9412,24c4,"09-3 CITY 6","D","Fairfield City PW 6","Public Works","Butler County (09) Local Government/Public Works "
9413,24c5,"09-3 CITY 7","D","Fairfield City PW 7","Public Works","Butler County (09) Local Government/Public Works "
9414,24c6,"09-3 CITY 8","D","Fairfield City PW 8","Public Works","Butler County (09) Local Government/Public Works "
9415,24c7,"09-3 CITY9","D","Fairfield City PW 9","Public Works","Butler County (09) Local Government/Public Works "
9416,24c8,"09-8 MAIN","D","Middletown PW/City Main","Public Works","Butler County (09) Local Government/Public Works "
9417,24c9,"09-8 CITY 2","D","Middletown PW/City Ops 2","Public Works","Butler County (09) Local Government/Public Works "
9418,24ca,"09-8 CITY 3","D","Middletown PW/City Ops 3","Public Works","Butler County (09) Local Government/Public Works "
9419,24cb,"09-8 CITY 5","D","Middletown PW/City Ops 5","Public Works","Butler County (09) Local Government/Public Works "
9420,24cc,"09-8 CITY 6","D","Middletown PW/City Ops 6","Public Works","Butler County (09) Local Government/Public Works "
9421,24cd,"09-8 CITY 7","D","Middletown PW/City Ops 7","Public Works","Butler County (09) Local Government/Public Works "
9422,24ce,"09-8 CITY 8","D","Middletown PW/City Ops 8","Public Works","Butler County (09) Local Government/Public Works "
9423,24cf,"09-8 CITY 9","D","Middletown PW/City Ops 9","Public Works","Butler County (09) Local Government/Public Works "
9432,24d8,"09-1 MAIN","D","Oxford Main Public Works to 1COM","Public Works","Butler County (09) Local Government/Public Works "
9433,24d9,"09-1 CITY 2","D","Oxford City PW Ops 2","Public Works","Butler County (09) Local Government/Public Works "
9434,24da,"09-1 CITY 3","D","Oxford City PW Ops 3","Public Works","Butler County (09) Local Government/Public Works "
9435,24db,"09-1 CITY 5","D","Oxford City PW Ops 5","Public Works","Butler County (09) Local Government/Public Works "
9436,24dc,"09-1 CITY 6","D","Oxford City PW Ops 6","Public Works","Butler County (09) Local Government/Public Works "
9437,24dd,"09-1 CITY 7","D","Oxford City PW Ops 7","Public Works","Butler County (09) Local Government/Public Works "
9438,24de,"09-1 CITY 8","D","Oxford City PW Ops 8","Public Works","Butler County (09) Local Government/Public Works "
9439,24df,"09-1 CITY 9","D","Oxford City PW Ops 9","Public Works","Butler County (09) Local Government/Public Works "
9441,24e1,"09-5 DPW","D","Trenton Public Works","Public Works","Butler County (09) Local Government/Public Works "
9445,24e5,"09-1 SEN TXP 1","D","Oxford Senior Center Transportation 1","Transportation","Butler County (09) Local Government/Public Works "
9446,24e6,"09-1 SEN TXP 2","D","Oxford Senior Center Transportation 2","Transportation","Butler County (09) Local Government/Public Works "
9448,24e8,"09-4 UNIV","D","Miami University Operations","Public Works","Butler County (09) Local Government/Public Works "
9449,24e9,"09-4 UNIV 6","D","Miami University Operations 6","Public Works","Butler County (09) Local Government/Public Works "
9450,24ea,"09-4 UNIV","D","Miami University","Public Works","Butler County (09) Local Government/Public Works "
9451,24eb,"09-4 UNV FACMX","D","Miami University Facilty Maintenance","Public Works","Butler County (09) Local Government/Public Works "
9452,24ec,"09-4 UNIV","D","Miami University Operations","Public Works","Butler County (09) Local Government/Public Works "
9453,24ed,"09-4 UNIV","D","Miami University Operations","Public Works","Butler County (09) Local Government/Public Works "
9454,24ee,"09-4 UNIV","D","Miami University Operations","Public Works","Butler County (09) Local Government/Public Works "
9455,24ef,"09-4 UNIV","D","Miami University Operations","Public Works","Butler County (09) Local Government/Public Works "
9456,24f0,"09-4 UNIV","D","Miami University","Public Works","Butler County (09) Local Government/Public Works "
9457,24f1,"09-CS MID","D","Cincinnati State PD Middletown Campus","Law Tac","Butler County (09) Law"
9458,24f2,"09 PP 01","D","Partners in Prime Transportation 1","Transportation","Butler County (09) Local Government/Public Works "
